Source,Target,Type
"family:Bovidae","modality:Chemoreception","HAS_SENSE"
"family:Bovidae","modality:vocalization","HAS_SENSE"
"family:Cyaneidae","order:Unknown","MEMBER_OF"
"family:Cyaneidae","modality:Mechanoreception","HAS_SENSE"
"family:Cyaneidae","modality:Chemoreception","HAS_SENSE"
"family:Cyaneidae","modality:Photoreception","HAS_SENSE"
"family:Siphonocryptidae","order:Siphonocryptida","MEMBER_OF"
"family:Siphonocryptidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonocryptidae","modality:Mechanoreception","HAS_SENSE"
"family:Celleporidae","order:Cheilostomatida","MEMBER_OF"
"family:Celleporidae","modality:Mechanoreception","HAS_SENSE"
"family:Celleporidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonotidae","order:Polyzoniida","MEMBER_OF"
"family:Siphonotidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonotidae","modality:Mechanoreception","HAS_SENSE"
"family:Euryalidae","order:Euryalida","MEMBER_OF"
"family:Euryalidae","modality:Mechanoreception","HAS_SENSE"
"family:Euryalidae","modality:Chemoreception","HAS_SENSE"
"family:Myriotrochidae","order:Unknown","MEMBER_OF"
"family:Myriotrochidae","modality:Mechanoreception","HAS_SENSE"
"family:Myriotrochidae","modality:Chemoreception","HAS_SENSE"
"family:Batillipedidae","order:Unknown","MEMBER_OF"
"family:Batillipedidae","modality:Mechanoreception","HAS_SENSE"
"family:Batillipedidae","modality:Chemoreception","HAS_SENSE"
"family:Camacolaimidae","order:Araeolaimida","MEMBER_OF"
"family:Camacolaimidae","modality:Chemoreception","HAS_SENSE"
"family:Camacolaimidae","modality:Mechanoreception","HAS_SENSE"
"family:Lineidae","order:Nemertea","MEMBER_OF"
"family:Lineidae","modality:Chemoreception","HAS_SENSE"
"family:Lineidae","modality:Mechanoreception","HAS_SENSE"
"family:Barbourisiidae","order:Unknown","MEMBER_OF"
"family:Barbourisiidae","modality:Photoreception","HAS_SENSE"
"family:Barbourisiidae","modality:Mechanoreception","HAS_SENSE"
"family:Barbourisiidae","modality:Chemoreception","HAS_SENSE"
"family:Aglaopheniidae","order:Unknown","MEMBER_OF"
"family:Pterasteridae","order:Velatida","MEMBER_OF"
"family:Pterasteridae","modality:Chemoreception","HAS_SENSE"
"family:Pterasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Holothuriidae","order:Unknown","MEMBER_OF"
"family:Holothuriidae","modality:Mechanoreception","HAS_SENSE"
"family:Holothuriidae","modality:Chemoreception","HAS_SENSE"
"family:Gonodactylidae","order:Unknown","MEMBER_OF"
"family:Speleophriidae","order:Copepoda","MEMBER_OF"
"family:Speleophriidae","modality:Mechanoreception","HAS_SENSE"
"family:Speleophriidae","modality:Chemoreception","HAS_SENSE"
"family:Kneriidae","order:Gonorhynchiformes","MEMBER_OF"
"family:Kneriidae","modality:Photoreception","HAS_SENSE"
"family:Kneriidae","modality:Mechanoreception","HAS_SENSE"
"family:Kneriidae","modality:Chemoreception","HAS_SENSE"
"family:Halechiniscidae","order:Unknown","MEMBER_OF"
"family:Halechiniscidae","modality:Mechanoreception","HAS_SENSE"
"family:Halechiniscidae","modality:Chemoreception","HAS_SENSE"
"family:Tachyglossidae","order:Monotremata","MEMBER_OF"
"family:Tachyglossidae","modality:Mechanoreception","HAS_SENSE"
"family:Tachyglossidae","modality:Electroreception","HAS_SENSE"
"family:Solemyidae","order:Solemyida","MEMBER_OF"
"family:Solemyidae","modality:Chemoreception","HAS_SENSE"
"family:Solemyidae","modality:Mechanoreception","HAS_SENSE"
"family:Ellisellidae","order:Scleralcyonacea","MEMBER_OF"
"family:Lithobiidae","order:Lithobiomorpha","MEMBER_OF"
"family:Lithobiidae","modality:Mechanoreception","HAS_SENSE"
"family:Lithobiidae","modality:Chemoreception","HAS_SENSE"
"family:Raphidiidae","order:Raphidioptera","MEMBER_OF"
"family:Morlockiidae","order:Remipedia","MEMBER_OF"
"family:Morlockiidae","modality:Photoreception","HAS_SENSE"
"family:Morlockiidae","modality:Chemoreception","HAS_SENSE"
"family:Morlockiidae","modality:Mechanoreception","HAS_SENSE"
"family:Haplognathiidae","order:Filospermoidea","MEMBER_OF"
"family:Acanthocotylidae","order:Monogenea","MEMBER_OF"
"family:Lasaeidae","order:Galeommatida","MEMBER_OF"
"family:Lasaeidae","modality:Mechanoreception","HAS_SENSE"
"family:Lasaeidae","modality:Chemoreception","HAS_SENSE"
"family:Narkidae","order:Unknown","MEMBER_OF"
"family:Narkidae","modality:Electroreception","HAS_SENSE"
"family:Narkidae","modality:Mechanoreception","HAS_SENSE"
"family:Narkidae","modality:Photoreception","HAS_SENSE"
"family:Narkidae","modality:Chemoreception","HAS_SENSE"
"family:Pseudocheiridae","order:Diprotodontia","MEMBER_OF"
"family:Pseudocheiridae","modality:Photoreception","HAS_SENSE"
"family:Pseudocheiridae","modality:Mechanoreception","HAS_SENSE"
"family:Pseudocheiridae","modality:Chemoreception","HAS_SENSE"
"family:Caligidae","order:Siphonostomatoida","MEMBER_OF"
"family:Caligidae","modality:Mechanoreception","HAS_SENSE"
"family:Caligidae","modality:Chemoreception","HAS_SENSE"
"family:Anhingidae","order:Unknown","MEMBER_OF"
"family:Anhingidae","modality:Photoreception","HAS_SENSE"
"family:Anhingidae","modality:Mechanoreception","HAS_SENSE"
"family:Anhingidae","modality:Chemoreception","HAS_SENSE"
"family:Lepisosteidae","order:Unknown","MEMBER_OF"
"family:Lepisosteidae","modality:Photoreception","HAS_SENSE"
"family:Lepisosteidae","modality:Mechanoreception","HAS_SENSE"
"family:Lepisosteidae","modality:Chemoreception","HAS_SENSE"
"family:Amiidae","order:Unknown","MEMBER_OF"
"family:Amiidae","modality:Photoreception","HAS_SENSE"
"family:Amiidae","modality:Mechanoreception","HAS_SENSE"
"family:Amiidae","modality:Chemoreception","HAS_SENSE"
"family:Syngnathidae","order:Unknown","MEMBER_OF"
"family:Syngnathidae","modality:Photoreception","HAS_SENSE"
"family:Syngnathidae","modality:Mechanoreception","HAS_SENSE"
"family:Syngnathidae","modality:Chemoreception","HAS_SENSE"
"family:Xyloplacidae","order:Peripodida","MEMBER_OF"
"family:Xyloplacidae","modality:Chemoreception","HAS_SENSE"
"family:Xyloplacidae","modality:Mechanoreception","HAS_SENSE"
"family:Oxystominidae","order:Enoplida","MEMBER_OF"
"family:Oxystominidae","modality:Chemoreception","HAS_SENSE"
"family:Oxystominidae","modality:Mechanoreception","HAS_SENSE"
"family:Oxystominidae","modality:Photoreception","HAS_SENSE"
"family:Cuninidae","order:Narcomedusae","MEMBER_OF"
"family:Cuninidae","modality:Mechanoreception","HAS_SENSE"
"family:Cuninidae","modality:Chemoreception","HAS_SENSE"
"family:Campodeidae","order:Diplura","MEMBER_OF"
"family:Campodeidae","modality:Photoreception","HAS_SENSE"
"family:Campodeidae","modality:Mechanoreception","HAS_SENSE"
"family:Trichechidae","order:Sirenia","MEMBER_OF"
"family:Trichechidae","modality:Photoreception","HAS_SENSE"
"family:Trichechidae","modality:Mechanoreception","HAS_SENSE"
"family:Urnaloricidae","order:Loricifera","MEMBER_OF"
"family:Urnaloricidae","modality:Mechanoreception","HAS_SENSE"
"family:Urnaloricidae","modality:Chemoreception","HAS_SENSE"
"family:Laridae","order:Charadriiformes","MEMBER_OF"
"family:Laridae","modality:Photoreception","HAS_SENSE"
"family:Laridae","modality:Mechanoreception","HAS_SENSE"
"family:Lepidoleuconidae","order:Baerida","MEMBER_OF"
"family:Lepidoleuconidae","modality:Mechanoreception","HAS_SENSE"
"family:Lepidoleuconidae","modality:Chemoreception","HAS_SENSE"
"family:Miraciidae","order:Copepoda","MEMBER_OF"
"family:Miraciidae","modality:Mechanoreception","HAS_SENSE"
"family:Miraciidae","modality:Chemoreception","HAS_SENSE"
"family:Thyasiridae","order:Lucinida","MEMBER_OF"
"family:Thyasiridae","modality:Mechanoreception","HAS_SENSE"
"family:Thyasiridae","modality:Chemoreception","HAS_SENSE"
"family:Thompsoniidae","order:Akentrogonida","MEMBER_OF"
"family:Pselliodidae","order:Unknown","MEMBER_OF"
"family:Pselliodidae","modality:Chemoreception","HAS_SENSE"
"family:Pselliodidae","modality:Mechanoreception","HAS_SENSE"
"family:Sinamiidae","order:Unknown","MEMBER_OF"
"family:Sinamiidae","modality:Photoreception","HAS_SENSE"
"family:Sinamiidae","modality:Mechanoreception","HAS_SENSE"
"family:Sinamiidae","modality:Chemoreception","HAS_SENSE"
"family:Mytilidae","order:Mytilida","MEMBER_OF"
"family:Mytilidae","modality:Mechanoreception","HAS_SENSE"
"family:Mytilidae","modality:Chemoreception","HAS_SENSE"
"family:Mytilidae","modality:Photoreception","HAS_SENSE"
"family:Cyclopidae","order:Cyclopoida","MEMBER_OF"
"family:Geodiidae","order:Unknown","MEMBER_OF"
"family:Geodiidae","modality:Mechanoreception","HAS_SENSE"
"family:Geodiidae","modality:Chemoreception","HAS_SENSE"
"family:Valenciniidae","order:Heteronemertea","MEMBER_OF"
"family:Valenciniidae","modality:Chemoreception","HAS_SENSE"
"family:Valenciniidae","modality:Mechanoreception","HAS_SENSE"
"family:Clathrinidae","order:Clathrinida","MEMBER_OF"
"family:Clathrinidae","modality:Chemoreception","HAS_SENSE"
"family:Clathrinidae","modality:Mechanoreception","HAS_SENSE"
"family:Hypoptychidae","order:Unknown","MEMBER_OF"
"family:Hypoptychidae","modality:Photoreception","HAS_SENSE"
"family:Hypoptychidae","modality:Mechanoreception","HAS_SENSE"
"family:Hypoptychidae","modality:Chemoreception","HAS_SENSE"
"family:Tenuisentidae","order:Unknown","MEMBER_OF"
"family:Tenuisentidae","modality:Photoreception","HAS_SENSE"
"family:Ricinoididae","order:Ricinulei","MEMBER_OF"
"family:Ricinoididae","modality:Mechanoreception","HAS_SENSE"
"family:Ricinoididae","modality:Chemoreception","HAS_SENSE"
"family:Chiropsalmidae","order:Cubozoa","MEMBER_OF"
"family:Dracoderidae","order:Cyclorhagida","MEMBER_OF"
"family:Agalmatidae","order:Siphonophorae","MEMBER_OF"
"family:Agalmatidae","modality:Mechanoreception","HAS_SENSE"
"family:Agalmatidae","modality:Chemoreception","HAS_SENSE"
"family:Potamotrygonidae","order:Myliobatiformes","MEMBER_OF"
"family:Potamotrygonidae","modality:Photoreception","HAS_SENSE"
"family:Potamotrygonidae","modality:Electroreception","HAS_SENSE"
"family:Potamotrygonidae","modality:Mechanoreception","HAS_SENSE"
"family:Potamotrygonidae","modality:Chemoreception","HAS_SENSE"
"family:Carcharhinidae","order:Carcharhiniformes","MEMBER_OF"
"family:Carcharhinidae","modality:Photoreception","HAS_SENSE"
"family:Carcharhinidae","modality:Chemoreception","HAS_SENSE"
"family:Carcharhinidae","modality:Electroreception","HAS_SENSE"
"family:Carcharhinidae","modality:Mechanoreception","HAS_SENSE"
"family:Pliohyracidae","order:Hyracoidea","MEMBER_OF"
"family:Schizopathidae","order:Antipatharia","MEMBER_OF"
"family:Schizopathidae","modality:Chemoreception","HAS_SENSE"
"family:Schizopathidae","modality:Mechanoreception","HAS_SENSE"
"family:Gomphotheriidae","order:Proboscidea","MEMBER_OF"
"family:Gomphotheriidae","modality:Photoreception","HAS_SENSE"
"family:Gomphotheriidae","modality:Chemoreception","HAS_SENSE"
"family:Gomphotheriidae","modality:Mechanoreception","HAS_SENSE"
"family:Phytoseiidae","order:Unknown","MEMBER_OF"
"family:Phytoseiidae","modality:Mechanoreception","HAS_SENSE"
"family:Phytoseiidae","modality:Chemoreception","HAS_SENSE"
"family:Coenagrionidae","order:Odonata","MEMBER_OF"
"family:Coenagrionidae","modality:Photoreception","HAS_SENSE"
"family:Coenagrionidae","modality:Mechanoreception","HAS_SENSE"
"family:Myxasteridae","order:Velatida","MEMBER_OF"
"family:Myxasteridae","modality:Chemoreception","HAS_SENSE"
"family:Myxasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Cryptolobatidae","order:Cryptolobiferida","MEMBER_OF"
"family:Harpagophoridae","order:Spirostreptida","MEMBER_OF"
"family:Harpagophoridae","modality:Chemoreception","HAS_SENSE"
"family:Harpagophoridae","modality:Mechanoreception","HAS_SENSE"
"family:Ostreidae","order:Ostreida","MEMBER_OF"
"family:Ostreidae","modality:Mechanoreception","HAS_SENSE"
"family:Ostreidae","modality:Chemoreception","HAS_SENSE"
"family:Monstrillidae","order:Monstrilloida","MEMBER_OF"
"family:Conidae","order:Not specified in context","MEMBER_OF"
"family:Conidae","modality:Chemoreception","HAS_SENSE"
"family:Conidae","modality:Mechanoreception","HAS_SENSE"
"family:Linyphiidae","order:Araneae","MEMBER_OF"
"family:Linyphiidae","modality:Photoreception","HAS_SENSE"
"family:Linyphiidae","modality:Mechanoreception","HAS_SENSE"
"family:Linyphiidae","modality:Chemoreception","HAS_SENSE"
"family:Cacatuidae","order:Psittaciformes","MEMBER_OF"
"family:Cacatuidae","modality:Photoreception","HAS_SENSE"
"family:Cacatuidae","modality:Mechanoreception","HAS_SENSE"
"family:Cacatuidae","modality:Chemoreception","HAS_SENSE"
"family:Brissidae","order:Spatangoida","MEMBER_OF"
"family:Brissidae","modality:Mechanoreception","HAS_SENSE"
"family:Opisthodactylidae","order:Unknown","MEMBER_OF"
"family:Hyriidae","order:Unionida","MEMBER_OF"
"family:Hyriidae","modality:Mechanoreception","HAS_SENSE"
"family:Hyriidae","modality:Chemoreception","HAS_SENSE"
"family:Chimaeridae","order:Unknown","MEMBER_OF"
"family:Chimaeridae","modality:Photoreception","HAS_SENSE"
"family:Chimaeridae","modality:Mechanoreception","HAS_SENSE"
"family:Chimaeridae","modality:Chemoreception","HAS_SENSE"
"family:Mormonillidae","order:Mormonilloida","MEMBER_OF"
"family:Mormonillidae","modality:Mechanoreception","HAS_SENSE"
"family:Mormonillidae","modality:Chemoreception","HAS_SENSE"
"family:Comesomatidae","order:Araeolaimida","MEMBER_OF"
"family:Comesomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Comesomatidae","modality:Chemoreception","HAS_SENSE"
"family:Psolidae","order:Unknown","MEMBER_OF"
"family:Psolidae","modality:Mechanoreception","HAS_SENSE"
"family:Psolidae","modality:Chemoreception","HAS_SENSE"
"family:Diclidophoridae","order:Mazocraeidea","MEMBER_OF"
"family:Bothrioplanidae","order:Bothrioplanida","MEMBER_OF"
"family:Bothrioplanidae","modality:Chemoreception","HAS_SENSE"
"family:Bothrioplanidae","modality:Mechanoreception","HAS_SENSE"
"family:Glomeridesmidae","order:Glomeridesmida","MEMBER_OF"
"family:Glomeridesmidae","modality:Chemoreception","HAS_SENSE"
"family:Glomeridesmidae","modality:Mechanoreception","HAS_SENSE"
"family:Robertdollfusidae","order:Muspiceida","MEMBER_OF"
"family:Robertdollfusidae","modality:Chemoreception","HAS_SENSE"
"family:Robertdollfusidae","modality:Mechanoreception","HAS_SENSE"
"family:Mactridae","order:Venerida","MEMBER_OF"
"family:Mactridae","modality:Mechanoreception","HAS_SENSE"
"family:Mactridae","modality:Chemoreception","HAS_SENSE"
"family:Mesothuriidae","order:Holothuriida","MEMBER_OF"
"family:Trilosporidae","order:Multivalvulida","MEMBER_OF"
"family:Merycoidodontidae","order:Artiodactyla","MEMBER_OF"
"family:Merycoidodontidae","modality:Photoreception","HAS_SENSE"
"family:Merycoidodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Merycoidodontidae","modality:Chemoreception","HAS_SENSE"
"family:Lecanidae","order:Ploima","MEMBER_OF"
"family:Lecanidae","modality:Mechanoreception","HAS_SENSE"
"family:Lecanidae","modality:Chemoreception","HAS_SENSE"
"family:Chondrillidae","order:Chondrillida","MEMBER_OF"
"family:Chondrillidae","modality:Mechanoreception","HAS_SENSE"
"family:Chondrillidae","modality:Chemoreception","HAS_SENSE"
"family:Paguridae","order:Decapoda","MEMBER_OF"
"family:Paguridae","modality:Chemoreception","HAS_SENSE"
"family:Paguridae","modality:Mechanoreception","HAS_SENSE"
"family:Phormosomatidae","order:Echinothurioida","MEMBER_OF"
"family:Phormosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Phormosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Desmanthidae","order:Bubarida","MEMBER_OF"
"family:Desmanthidae","modality:Chemoreception","HAS_SENSE"
"family:Desmanthidae","modality:Mechanoreception","HAS_SENSE"
"family:Embiidae","order:Embioptera","MEMBER_OF"
"family:Embiidae","modality:Mechanoreception","HAS_SENSE"
"family:Parabathynellidae","order:Bathynellacea","MEMBER_OF"
"family:Parabathynellidae","modality:Photoreception","HAS_SENSE"
"family:Parabathynellidae","modality:Mechanoreception","HAS_SENSE"
"family:Parabathynellidae","modality:Chemoreception","HAS_SENSE"
"family:Titanohyracidae","order:Hyracoidea","MEMBER_OF"
"family:Gadidae","order:Gadiformes","MEMBER_OF"
"family:Gadidae","modality:Photoreception","HAS_SENSE"
"family:Gadidae","modality:Chemoreception","HAS_SENSE"
"family:Gadidae","modality:Mechanoreception","HAS_SENSE"
"family:Craspedosomatidae","order:Chordeumatida","MEMBER_OF"
"family:Craspedosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Craspedosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Spiralizoridae","order:Zoraptera","MEMBER_OF"
"family:Spiralizoridae","modality:Photoreception","HAS_SENSE"
"family:Spiralizoridae","modality:Chemoreception","HAS_SENSE"
"family:Spiralizoridae","modality:Mechanoreception","HAS_SENSE"
"family:Rhinobatidae","order:Rhinobatiformes","MEMBER_OF"
"family:Rhinobatidae","modality:Photoreception","HAS_SENSE"
"family:Rhinobatidae","modality:Electroreception","HAS_SENSE"
"family:Rhinobatidae","modality:Mechanoreception","HAS_SENSE"
"family:Rhinobatidae","modality:Chemoreception","HAS_SENSE"
"family:Carapidae","order:Unspecified","MEMBER_OF"
"family:Carapidae","modality:Photoreception","HAS_SENSE"
"family:Carapidae","modality:Chemoreception","HAS_SENSE"
"family:Carapidae","modality:Mechanoreception","HAS_SENSE"
"family:Eukoeneniidae","order:Palpigradi","MEMBER_OF"
"family:Eukoeneniidae","modality:Mechanoreception","HAS_SENSE"
"family:Eukoeneniidae","modality:Chemoreception","HAS_SENSE"
"family:Bothidae","order:Pleuronectiformes","MEMBER_OF"
"family:Bothidae","modality:Photoreception","HAS_SENSE"
"family:Bothidae","modality:Mechanoreception","HAS_SENSE"
"family:Mysidae","order:Mysida","MEMBER_OF"
"family:Nannosquillidae","order:Stomatopoda","MEMBER_OF"
"family:Ogcocephalidae","order:Lophiiformes","MEMBER_OF"
"family:Ogcocephalidae","modality:Photoreception","HAS_SENSE"
"family:Ogcocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Ogcocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Rhinocerotidae","order:Perissodactyla","MEMBER_OF"
"family:Rhinocerotidae","modality:Chemoreception","HAS_SENSE"
"family:Rhinocerotidae","modality:Mechanoreception","HAS_SENSE"
"family:Rhinocerotidae","modality:vocalization","HAS_SENSE"
"family:Sepiolidae","order:Unknown","MEMBER_OF"
"family:Sepiolidae","modality:Photoreception","HAS_SENSE"
"family:Sepiolidae","modality:Mechanoreception","HAS_SENSE"
"family:Sepiolidae","modality:Chemoreception","HAS_SENSE"
"family:Cidaridae","order:Cidaroida","MEMBER_OF"
"family:Cidaridae","modality:Mechanoreception","HAS_SENSE"
"family:Cidaridae","modality:Chemoreception","HAS_SENSE"
"family:Tettigoniidae","order:Orthoptera","MEMBER_OF"
"family:Tettigoniidae","modality:Mechanoreception","HAS_SENSE"
"family:Tettigoniidae","modality:Photoreception","HAS_SENSE"
"family:Psocidae","order:Psocodea","MEMBER_OF"
"family:Calliotropidae","order:Unknown","MEMBER_OF"
"family:Calliotropidae","modality:Chemoreception","HAS_SENSE"
"family:Calliotropidae","modality:Mechanoreception","HAS_SENSE"
"family:Pteriidae","order:Pteriida","MEMBER_OF"
"family:Nautilidae","order:Nautilida","MEMBER_OF"
"family:Nautilidae","modality:Photoreception","HAS_SENSE"
"family:Nautilidae","modality:Chemoreception","HAS_SENSE"
"family:Nautilidae","modality:Mechanoreception","HAS_SENSE"
"family:Murchisoniidae","order:Unknown","MEMBER_OF"
"family:Oreosomatidae","order:Unknown","MEMBER_OF"
"family:Oreosomatidae","modality:Photoreception","HAS_SENSE"
"family:Oreosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Oreosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Scissurellidae","order:Vetigastropoda","MEMBER_OF"
"family:Scissurellidae","modality:Chemoreception","HAS_SENSE"
"family:Scissurellidae","modality:Mechanoreception","HAS_SENSE"
"family:Apororhynchidae","order:Apororhynchida","MEMBER_OF"
"family:Apororhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Apororhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Polyclinidae","order:Aplousobranchia","MEMBER_OF"
"family:Polyclinidae","modality:Chemoreception","HAS_SENSE"
"family:Polyclinidae","modality:Mechanoreception","HAS_SENSE"
"family:Palaelodidae","order:Phoenicopteriformes","MEMBER_OF"
"family:Palaelodidae","modality:Photoreception","HAS_SENSE"
"family:Palaelodidae","modality:Mechanoreception","HAS_SENSE"
"family:Squalidae","order:Squaliformes","MEMBER_OF"
"family:Squalidae","modality:Photoreception","HAS_SENSE"
"family:Squalidae","modality:Mechanoreception","HAS_SENSE"
"family:Squalidae","modality:Chemoreception","HAS_SENSE"
"family:Protostrigidae","order:Strigiformes (inferred)","MEMBER_OF"
"family:Protostrigidae","modality:Photoreception","HAS_SENSE"
"family:Protostrigidae","modality:Mechanoreception","HAS_SENSE"
"family:Ctenophthalmidae","order:Siphonaptera","MEMBER_OF"
"family:Ctenophthalmidae","modality:Chemoreception","HAS_SENSE"
"family:Ctenophthalmidae","modality:Mechanoreception","HAS_SENSE"
"family:Discodorididae","order:Nudibranchia","MEMBER_OF"
"family:Discodorididae","modality:Chemoreception","HAS_SENSE"
"family:Discodorididae","modality:Mechanoreception","HAS_SENSE"
"family:Regalecidae","order:Lampriformes","MEMBER_OF"
"family:Regalecidae","modality:Photoreception","HAS_SENSE"
"family:Regalecidae","modality:Mechanoreception","HAS_SENSE"
"family:Regalecidae","modality:Chemoreception","HAS_SENSE"
"family:Tyrannidae","order:Passeriformes","MEMBER_OF"
"family:Tyrannidae","modality:Photoreception","HAS_SENSE"
"family:Tyrannidae","modality:Mechanoreception","HAS_SENSE"
"family:Tyrannidae","modality:vocalization","HAS_SENSE"
"family:Sacculinidae","order:Rhizocephala","MEMBER_OF"
"family:Craterostigmidae","order:Craterostigmomorpha","MEMBER_OF"
"family:Craterostigmidae","modality:Photoreception","HAS_SENSE"
"family:Craterostigmidae","modality:Mechanoreception","HAS_SENSE"
"family:Craterostigmidae","modality:Chemoreception","HAS_SENSE"
"family:Diadematidae","order:Unknown","MEMBER_OF"
"family:Diadematidae","modality:Photoreception","HAS_SENSE"
"family:Diadematidae","modality:Mechanoreception","HAS_SENSE"
"family:Diadematidae","modality:Chemoreception","HAS_SENSE"
"family:Psittaculidae","order:Psittaciformes","MEMBER_OF"
"family:Psittaculidae","modality:Photoreception","HAS_SENSE"
"family:Psittaculidae","modality:Mechanoreception","HAS_SENSE"
"family:Placospongiidae","order:Clionaida","MEMBER_OF"
"family:Placospongiidae","modality:Mechanoreception","HAS_SENSE"
"family:Placospongiidae","modality:Chemoreception","HAS_SENSE"
"family:Anatonchidae","order:Dorylaimida","MEMBER_OF"
"family:Anatonchidae","modality:Chemoreception","HAS_SENSE"
"family:Anatonchidae","modality:Mechanoreception","HAS_SENSE"
"family:Anatonchidae","modality:Photoreception","HAS_SENSE"
"family:Petrarcidae","order:Laurida","MEMBER_OF"
"family:Haliclystidae","order:Stauromedusae","MEMBER_OF"
"family:Haliclystidae","modality:Mechanoreception","HAS_SENSE"
"family:Haliclystidae","modality:Chemoreception","HAS_SENSE"
"family:Coelacanthidae","order:Unknown","MEMBER_OF"
"family:Nassariidae","order:Neogastropoda","MEMBER_OF"
"family:Nassariidae","modality:Chemoreception","HAS_SENSE"
"family:Nassariidae","modality:Mechanoreception","HAS_SENSE"
"family:Gorgoniidae","order:Malacalcyonacea","MEMBER_OF"
"family:Gorgoniidae","modality:Chemoreception","HAS_SENSE"
"family:Gorgoniidae","modality:Mechanoreception","HAS_SENSE"
"family:Peradectidae","order:Unknown","MEMBER_OF"
"family:Peradectidae","modality:Photoreception","HAS_SENSE"
"family:Peradectidae","modality:Chemoreception","HAS_SENSE"
"family:Peradectidae","modality:Mechanoreception","HAS_SENSE"
"family:Scolecitrichidae","order:Calanoida","MEMBER_OF"
"family:Scolecitrichidae","modality:Mechanoreception","HAS_SENSE"
"family:Scolecitrichidae","modality:Chemoreception","HAS_SENSE"
"family:Camaenidae","order:Stylommatophora","MEMBER_OF"
"family:Camaenidae","modality:Chemoreception","HAS_SENSE"
"family:Camaenidae","modality:Mechanoreception","HAS_SENSE"
"family:Squillidae","order:Stomatopoda","MEMBER_OF"
"family:Squillidae","modality:Photoreception","HAS_SENSE"
"family:Squillidae","modality:Mechanoreception","HAS_SENSE"
"family:Squillidae","modality:Chemoreception","HAS_SENSE"
"family:Cyartonematidae","order:Desmoscolecida","MEMBER_OF"
"family:Cyartonematidae","modality:Mechanoreception","HAS_SENSE"
"family:Cyartonematidae","modality:Chemoreception","HAS_SENSE"
"family:Cyartonematidae","modality:Photoreception","HAS_SENSE"
"family:Diplopeltidae","order:Unknown","MEMBER_OF"
"family:Diplopeltidae","modality:Chemoreception","HAS_SENSE"
"family:Diplopeltidae","modality:Mechanoreception","HAS_SENSE"
"family:Diplopeltidae","modality:Photoreception","HAS_SENSE"
"family:Criconematidae","order:Tylenchida","MEMBER_OF"
"family:Criconematidae","modality:Chemoreception","HAS_SENSE"
"family:Criconematidae","modality:Mechanoreception","HAS_SENSE"
"family:Criconematidae","modality:Photoreception","HAS_SENSE"
"family:Phyllobothriidae","order:Phyllobothriidea","MEMBER_OF"
"family:Astartidae","order:Carditida","MEMBER_OF"
"family:Astartidae","modality:Mechanoreception","HAS_SENSE"
"family:Astartidae","modality:Chemoreception","HAS_SENSE"
"family:Astartidae","modality:Photoreception","HAS_SENSE"
"family:Physeteridae","order:Cetacea","MEMBER_OF"
"family:Physeteridae","modality:Mechanoreception","HAS_SENSE"
"family:Physeteridae","modality:echolocation","HAS_SENSE"
"family:Chydoridae","order:Anomopoda","MEMBER_OF"
"family:Glomeridae","order:Glomerida","MEMBER_OF"
"family:Glomeridae","modality:Chemoreception","HAS_SENSE"
"family:Glomeridae","modality:Mechanoreception","HAS_SENSE"
"family:Ototyphlonemertidae","order:Monostilifera","MEMBER_OF"
"family:Ototyphlonemertidae","modality:Chemoreception","HAS_SENSE"
"family:Ototyphlonemertidae","modality:Mechanoreception","HAS_SENSE"
"family:Salmonidae","order:Salmoniformes","MEMBER_OF"
"family:Salmonidae","modality:Photoreception","HAS_SENSE"
"family:Salmonidae","modality:Mechanoreception","HAS_SENSE"
"family:Salmonidae","modality:Chemoreception","HAS_SENSE"
"family:Crassatellidae","order:Carditida","MEMBER_OF"
"family:Crassatellidae","modality:Mechanoreception","HAS_SENSE"
"family:Crassatellidae","modality:Chemoreception","HAS_SENSE"
"family:Esocidae","order:Salmoniformes","MEMBER_OF"
"family:Esocidae","modality:Photoreception","HAS_SENSE"
"family:Esocidae","modality:Mechanoreception","HAS_SENSE"
"family:Esocidae","modality:Chemoreception","HAS_SENSE"
"family:Atherinidae","order:Atheriniformes","MEMBER_OF"
"family:Atherinidae","modality:Photoreception","HAS_SENSE"
"family:Atherinidae","modality:Mechanoreception","HAS_SENSE"
"family:Atherinidae","modality:Chemoreception","HAS_SENSE"
"family:Anhimidae","order:Anseriformes","MEMBER_OF"
"family:Anhimidae","modality:Photoreception","HAS_SENSE"
